,Round,Player1,Player2,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,FSP_diff,FSW_diff,SSP_diff,FSW_ratio,SSW_diff,FSP_ratio,SSW_ratio,Total_Serve_Win_1,Total_Serve_Percentage_1,GROUPBY_['Round']_mean_FSP_diff,GROUPBY_['Round']_mean_Total_Serve_Win_1,GROUPBY_['Round']_mean_FSW_ratio,GROUPBY_['Round']_mean_SSW_ratio,GROUPBY_['Round']_mean_SSP_diff,GROUPBY_['Round']_max_FSP_diff,Bucketized_Player1,Bucketized_Player2,"GROUPBY_['Bucketized_Player1', 'Bucketized_Player2']_mean_Result","GROUPBY_['Bucketized_Player1', 'Bucketized_Player2']_mean_FSP_ratio",Serve_Dominance,Serve_Win_Ratio_Difference,Serve_Win_Difference,Serve_Dominance_Ratio
10,1,10,10,0,53,46,47,35,66,62,34,24,0,0,0,0,0,0,0,0.803030303030303,-16,13,0.7419354838709677,11,0.803030303030303,1.4583333333333333,81,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0581395348837209,-5,0.9418604651162792
11,1,11,11,1,57,62,43,43,51,72,49,41,0,0,0,0,0,0,0,1.1176470588235294,-10,-6,0.8611111111111112,2,1.1176470588235294,1.048780487804878,105,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0707964601769911,-8,0.9292035398230089
12,1,12,12,0,65,40,35,17,67,45,33,13,0,0,0,0,0,0,0,0.9701492537313432,-5,2,0.8888888888888888,4,0.9701492537313432,1.3076923076923077,57,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0172413793103448,-1,0.9827586206896552
13,1,13,13,0,64,63,36,23,67,58,33,23,0,0,0,0,0,0,0,0.9552238805970148,5,3,1.0862068965517242,0,0.9552238805970148,1.0,86,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0617283950617284,5,1.0617283950617284
14,1,14,14,1,60,50,40,23,55,55,45,23,0,0,0,0,0,0,0,1.0909090909090908,-5,-5,0.9090909090909092,0,1.0909090909090908,1.0,73,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0641025641025641,-5,0.935897435897436
15,1,15,15,1,63,20,37,6,64,18,36,10,0,0,0,0,0,0,0,0.984375,2,1,1.1111111111111112,-4,0.984375,0.6,26,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0714285714285714,-2,0.9285714285714286
16,1,16,16,0,68,34,32,7,53,28,47,21,0,0,0,0,0,0,0,1.2830188679245282,6,-15,1.2142857142857142,-14,1.2830188679245282,0.3333333333333333,41,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.1632653061224489,-8,0.8367346938775511
17,1,17,17,0,53,50,47,28,58,52,42,37,0,0,0,0,0,0,0,0.913793103448276,-2,5,0.9615384615384616,-9,0.913793103448276,0.7567567567567568,78,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.1235955056179775,-11,0.8764044943820225
18,1,18,18,0,50,39,50,26,58,42,42,23,0,0,0,0,0,0,0,0.8620689655172413,-3,8,0.9285714285714286,3,0.8620689655172413,1.1304347826086956,65,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0,0,1.0
19,1,19,19,1,66,46,34,16,57,41,43,13,0,0,0,0,0,0,0,1.1578947368421053,5,-9,1.1219512195121952,3,1.1578947368421053,1.2307692307692308,62,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.1481481481481481,8,1.148148148148148
20,1,20,20,0,60,58,40,21,64,74,36,27,0,0,0,0,0,0,0,0.9375,-16,4,0.7837837837837838,-6,0.9375,0.7777777777777778,79,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.2178217821782178,-22,0.7821782178217822
21,1,21,21,0,61,32,39,10,73,40,27,15,0,0,0,0,0,0,0,0.8356164383561644,-8,12,0.8,-5,0.8356164383561644,0.6666666666666666,42,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.2363636363636363,-13,0.7636363636363637
22,1,22,22,1,58,36,42,22,59,35,41,18,0,0,0,0,0,0,0,0.9830508474576272,1,1,1.0285714285714285,4,0.9830508474576272,1.2222222222222223,58,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.0943396226415094,5,1.0943396226415094
23,1,23,23,1,69,39,31,17,49,24,51,12,0,0,0,0,0,0,0,1.4081632653061225,15,-20,1.625,5,1.4081632653061225,1.4166666666666667,56,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.5555555555555556,20,1.5555555555555556
24,1,24,24,1,58,27,42,11,52,22,48,11,0,0,0,0,0,0,0,1.1153846153846154,5,-6,1.2272727272727273,0,1.1153846153846154,1.0,38,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.1515151515151516,5,1.1515151515151516
25,1,25,25,0,57,49,43,32,65,67,35,32,0,0,0,0,0,0,0,0.8769230769230769,-18,8,0.7313432835820896,0,0.8769230769230769,1.0,81,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.1818181818181817,-18,0.8181818181818182
26,1,26,26,1,55,60,45,31,65,57,35,30,0,0,0,0,0,0,0,0.8461538461538461,3,10,1.0526315789473684,1,0.8461538461538461,1.0333333333333334,91,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.0459770114942528,4,1.0459770114942528
27,1,27,27,1,63,76,37,28,57,69,43,43,0,0,0,0,0,0,0,1.105263157894737,7,-6,1.1014492753623188,-15,1.105263157894737,0.6511627906976745,104,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0714285714285714,-8,0.9285714285714286
28,1,28,28,0,66,55,34,18,83,68,17,12,0,0,0,0,0,0,0,0.7951807228915663,-13,17,0.8088235294117647,6,0.7951807228915663,1.5,73,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0875,-7,0.9125
29,1,29,29,0,73,31,27,6,53,31,47,19,0,0,0,0,0,0,0,1.3773584905660377,0,-20,1.0,-13,1.3773584905660377,0.3157894736842105,37,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.26,-13,0.74
30,1,30,30,0,60,46,40,29,62,63,38,20,0,0,0,0,0,0,0,0.967741935483871,-17,2,0.7301587301587301,9,0.967741935483871,1.45,75,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0963855421686746,-8,0.9036144578313252
31,1,31,31,1,66,39,34,19,61,37,39,17,0,0,0,0,0,0,0,1.0819672131147542,2,-5,1.054054054054054,2,1.0819672131147542,1.1176470588235294,58,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.0740740740740741,4,1.0740740740740742
32,1,32,32,0,52,36,48,19,58,40,42,19,0,0,0,0,0,0,0,0.896551724137931,-4,6,0.9,0,0.896551724137931,1.0,55,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0677966101694915,-4,0.9322033898305084
33,1,33,33,0,51,37,49,29,63,43,37,22,0,0,0,0,0,0,0,0.8095238095238095,-6,12,0.8604651162790697,7,0.8095238095238095,1.318181818181818,66,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0153846153846153,1,1.015384615384615
34,1,34,34,1,58,49,42,24,55,50,45,21,0,0,0,0,0,0,0,1.0545454545454545,-1,-3,0.98,3,1.0545454545454545,1.1428571428571428,73,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.028169014084507,2,1.028169014084507
35,1,35,35,1,61,59,39,24,58,44,42,25,0,0,0,0,0,0,0,1.0517241379310345,15,-3,1.3409090909090908,-1,1.0517241379310345,0.96,83,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.2028985507246377,14,1.2028985507246377
36,1,36,36,0,63,109,37,36,56,114,44,57,0,0,0,0,0,0,0,1.125,-5,-7,0.956140350877193,-21,1.125,0.631578947368421,145,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.1520467836257309,-26,0.847953216374269
37,1,37,37,1,58,57,42,30,61,64,39,27,0,0,0,0,0,0,0,0.9508196721311476,-7,3,0.890625,3,0.9508196721311476,1.1111111111111112,87,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0439560439560439,-4,0.956043956043956
38,1,38,38,1,53,39,47,24,60,41,40,16,0,0,0,0,0,0,0,0.8833333333333333,-2,7,0.951219512195122,8,0.8833333333333333,1.5,63,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.1052631578947369,6,1.105263157894737
39,1,39,39,1,62,37,38,23,57,35,43,20,0,0,0,0,0,0,0,1.087719298245614,2,-5,1.0571428571428572,3,1.087719298245614,1.15,60,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.0909090909090908,5,1.0909090909090908
40,1,40,40,1,54,25,46,21,78,36,22,6,0,0,0,0,0,0,0,0.6923076923076923,-11,24,0.6944444444444444,15,0.6923076923076923,3.5,46,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0952380952380953,4,1.0952380952380951
41,1,41,41,1,68,57,32,13,63,38,37,16,0,0,0,0,0,0,0,1.0793650793650793,19,-5,1.5,-3,1.0793650793650793,0.8125,70,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.2962962962962963,16,1.2962962962962965
42,1,42,42,1,69,48,31,17,60,43,40,18,0,0,0,0,0,0,0,1.15,5,-9,1.1162790697674418,-1,1.15,0.9444444444444444,65,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0655737704918033,4,1.0655737704918034
43,1,43,43,1,46,25,54,21,54,40,46,9,0,0,0,0,0,0,0,0.8518518518518519,-15,8,0.625,12,0.8518518518518519,2.333333333333333,46,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0612244897959183,-3,0.9387755102040816
44,1,44,44,0,52,34,48,28,65,50,35,18,0,0,0,0,0,0,0,0.8,-16,13,0.68,10,0.8,1.5555555555555556,62,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.088235294117647,-6,0.9117647058823528
45,1,45,45,1,63,39,37,19,72,47,28,12,0,0,0,0,0,0,0,0.875,-8,9,0.8297872340425532,7,0.875,1.5833333333333333,58,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0169491525423728,-1,0.9830508474576272
46,1,46,46,1,57,63,43,34,67,67,33,22,0,0,0,0,0,0,0,0.8507462686567164,-4,10,0.9402985074626866,12,0.8507462686567164,1.5454545454545454,97,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0898876404494382,8,1.0898876404494382
47,1,47,47,1,69,33,31,11,61,28,39,6,0,0,0,0,0,0,0,1.1311475409836065,5,-8,1.1785714285714286,5,1.1311475409836065,1.8333333333333333,44,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.2941176470588236,10,1.2941176470588236
48,1,48,48,0,57,52,43,25,64,62,36,23,0,0,0,0,0,0,0,0.890625,-10,7,0.8387096774193549,2,0.890625,1.0869565217391304,77,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0941176470588235,-8,0.9058823529411764
49,1,49,49,1,82,37,18,7,61,28,39,10,0,0,0,0,0,0,0,1.3442622950819672,9,-21,1.3214285714285714,-3,1.3442622950819672,0.7,44,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.1578947368421053,6,1.1578947368421053
50,1,50,50,1,54,60,46,25,53,45,47,31,0,0,0,0,0,0,0,1.018867924528302,15,-1,1.3333333333333333,-6,1.018867924528302,0.8064516129032258,85,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.1184210526315789,9,1.118421052631579
51,1,51,51,1,57,54,43,22,59,47,41,20,0,0,0,0,0,0,0,0.9661016949152542,7,2,1.148936170212766,2,0.9661016949152542,1.1,76,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.1343283582089551,9,1.1343283582089552
52,1,52,52,0,58,54,42,28,57,55,43,30,0,0,0,0,0,0,0,1.0175438596491229,-1,-1,0.9818181818181818,-2,1.0175438596491229,0.9333333333333332,82,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.0352941176470588,-3,0.9647058823529412
53,1,53,53,0,63,32,37,12,62,33,38,11,0,0,0,0,0,0,0,1.0161290322580645,-1,-1,0.9696969696969696,1,1.0161290322580645,1.0909090909090908,44,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0,0,1.0
54,1,54,54,0,55,44,45,22,66,60,34,23,0,0,0,0,0,0,0,0.8333333333333334,-16,11,0.7333333333333333,-1,0.8333333333333334,0.9565217391304348,66,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.2048192771084337,-17,0.7951807228915663
55,1,55,55,1,64,56,36,17,56,43,44,25,0,0,0,0,0,0,0,1.1428571428571428,13,-8,1.302325581395349,-8,1.1428571428571428,0.68,73,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0735294117647058,5,1.0735294117647058
56,1,56,56,0,61,69,39,29,66,68,34,25,0,0,0,0,0,0,0,0.9242424242424242,1,5,1.0147058823529411,4,0.9242424242424242,1.16,98,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,1,0.053763440860215,5,1.053763440860215
57,1,57,57,1,61,53,39,30,61,55,39,22,0,0,0,0,0,0,0,1.0,-2,0,0.9636363636363636,8,1.0,1.3636363636363635,83,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0779220779220779,6,1.077922077922078
58,1,58,58,0,67,56,33,18,73,58,27,16,0,0,0,0,0,0,0,0.9178082191780822,-2,6,0.9655172413793104,2,0.9178082191780822,1.125,74,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.0,0,1.0
59,1,59,59,1,59,72,41,40,51,76,49,38,0,0,0,0,0,0,0,1.156862745098039,-4,-8,0.9473684210526316,2,1.156862745098039,1.0526315789473684,112,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,-0.0175438596491228,-2,0.9824561403508772
60,1,60,60,0,62,42,38,17,64,43,36,18,0,0,0,0,0,0,0,0.96875,-1,2,0.9767441860465116,-1,0.96875,0.9444444444444444,59,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.0327868852459016,-2,0.9672131147540984
61,1,61,61,0,49,51,51,36,50,54,50,43,0,0,0,0,0,0,0,0.98,-3,1,0.9444444444444444,-7,0.98,0.8372093023255814,87,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,-1,-0.1030927835051546,-10,0.8969072164948454
62,1,62,62,1,54,55,46,36,59,56,41,23,0,0,0,0,0,0,0,0.9152542372881356,-1,5,0.9821428571428572,13,0.9152542372881356,1.565217391304348,91,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.1518987341772151,12,1.1518987341772151
63,1,63,63,1,62,14,38,6,71,15,29,3,0,0,0,0,0,0,0,0.8732394366197183,-1,9,0.9333333333333332,3,0.8732394366197183,2.0,20,100,1.0205679438898023,57.115671641791046,1.0586678102171565,1.096582402052499,-0.7052238805970149,1.6226415094339623,0,0,0.4931071049840933,1.0179985745535785,0,0.1111111111111111,2,1.1111111111111112
64,2,1,0,0,52,28,48,17,66,36,34,17,1,1,0,0,0,0,0,0.7878787878787878,-8,14,0.7777777777777778,0,0.7878787878787878,1.0,45,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,0,-0.150943396226415,-8,0.8490566037735849
65,2,3,2,0,53,45,47,26,54,47,46,36,1,1,0,0,0,0,0,0.9814814814814816,-2,1,0.9574468085106383,-10,0.9814814814814816,0.7222222222222222,71,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,-1,-0.144578313253012,-12,0.8554216867469879
66,2,64,4,1,72,45,28,11,46,23,54,21,1,1,0,0,0,0,0,1.565217391304348,22,-26,1.9565217391304348,-10,1.565217391304348,0.5238095238095238,56,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,0,0.2727272727272727,12,1.2727272727272727
67,2,7,6,1,58,62,42,30,65,57,35,23,1,1,0,0,0,0,0,0.8923076923076924,5,7,1.087719298245614,7,0.8923076923076924,1.3043478260869563,92,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,1,0.1499999999999999,12,1.15
68,2,9,8,0,77,48,23,11,58,41,42,21,1,1,0,0,0,0,0,1.3275862068965518,7,-19,1.170731707317073,-10,1.3275862068965518,0.5238095238095238,59,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,0,-0.0483870967741935,-3,0.9516129032258064
69,2,11,10,1,58,61,42,38,62,68,38,27,1,1,0,0,0,0,0,0.935483870967742,-7,4,0.8970588235294118,11,0.935483870967742,1.4074074074074074,99,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,0,0.0421052631578946,4,1.0421052631578946
70,2,65,12,0,68,64,32,19,60,59,40,31,1,1,0,0,0,0,0,1.1333333333333333,5,-8,1.0847457627118644,-12,1.1333333333333333,0.6129032258064516,83,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,0,-0.0777777777777777,-7,0.9222222222222224
71,2,15,64,1,56,57,44,31,60,56,40,25,1,1,0,0,0,0,0,0.9333333333333332,1,4,1.0178571428571428,6,0.9333333333333332,1.24,88,100,1.0108774788081287,54.19796954314721,1.0561671817840197,1.1996001946284307,0.4974619289340101,1.565217391304348,0,0,0.4931071049840933,1.0179985745535785,1,0.0864197530864196,7,1.0864197530864197
