,Round,Unnamed: 0,Player1,Player2,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Unary_Unnamed: 0,Unary_Round,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Unary_FSP.1,Unary_SSP.2,Unary_SSW.2,FSP_diff,Total_Wins_Player1,"GROUPBY_['Player1', 'Player2']_mean_FSP.1","GROUPBY_['Player1', 'Player2']_mean_Round","GROUPBY_['Player1', 'Player2']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2']_mean_FSP.2","GROUPBY_['Player1', 'Player2']_mean_SSW.1","GROUPBY_['Player1', 'Player2']_mean_SSW.2","GROUPBY_['Player1', 'Player2']_mean_FSP_diff","GROUPBY_['Player1', 'Player2']_mean_Total_Wins_Player1","GROUPBY_['Player1', 'Round']_mean_FSP.1",Player1_vs_Player2_SSP_diff,Player1_vs_Player2_FSP_diff
14,1,14,Alejandro Falla,Mikhail Kukushkin,1,60,50,40,23,55,55,45,23,0.014861995753715499,0.14285714285714285,True,False,False,False,False,False,False,True,9.0,0.39285714285714285,5,73,60.0,1.0,40.0,1.0,55.0,23.0,23.0,5.0,73.0,57.0,-5,5
15,1,15,Stanislas Wawrinka,Andrey Golubev,1,63,20,37,6,64,18,36,10,0.01592356687898089,0.14285714285714285,True,False,False,False,False,False,False,True,7.2,0.16071428571428573,-1,26,63.0,1.0,37.0,1.0,64.0,6.0,10.0,-1.0,26.0,58.833333333333336,1,-1
16,1,16,Alejandro Gonzalez,David Ferrer,0,68,34,32,7,53,28,47,21,0.016985138004246284,0.14285714285714285,True,False,False,False,False,False,False,True,9.4,0.35714285714285715,15,41,68.0,1.0,32.0,0.0,53.0,7.0,21.0,15.0,41.0,68.0,-15,15
17,1,17,Steve Johnson,Adrian Mannarino,0,53,50,47,28,58,52,42,37,0.018046709129511677,0.14285714285714285,True,False,False,False,False,False,False,True,8.4,0.6428571428571429,-5,78,53.0,1.0,47.0,0.0,58.0,28.0,37.0,-5.0,78.0,54.0,5,-5
18,1,18,Ricardas Berankis,Alexandr Dolgopolov,0,50,39,50,26,58,42,42,23,0.01910828025477707,0.14285714285714285,True,False,False,False,False,False,False,True,8.4,0.39285714285714285,-8,65,50.0,1.0,50.0,0.0,58.0,26.0,23.0,-8.0,65.0,50.0,8,-8
19,1,19,Jeremy Chardy,Jesse Huta Galung,1,66,46,34,16,57,41,43,13,0.020169851380042462,0.14285714285714285,True,False,False,False,False,False,False,True,8.6,0.21428571428571427,9,62,66.0,1.0,34.0,1.0,57.0,16.0,13.0,9.0,62.0,66.0,-9,9
20,1,20,Jordan Thompson,Jerzy Janowicz,0,60,58,40,21,64,74,36,27,0.021231422505307854,0.14285714285714285,True,False,False,False,False,False,False,True,7.2,0.4642857142857143,-4,79,60.0,1.0,40.0,0.0,64.0,21.0,27.0,-4.0,79.0,60.0,4,-4
21,1,21,Albert Ramos,Pablo Andujar,0,61,32,39,10,73,40,27,15,0.022292993630573247,0.14285714285714285,True,False,False,False,False,False,False,True,5.4,0.25,-12,42,61.0,1.0,39.0,0.0,73.0,10.0,15.0,-12.0,42.0,59.0,12,-12
22,1,22,Florian Mayer,Denis Kudla,1,58,36,42,22,59,35,41,18,0.02335456475583864,0.14285714285714285,True,False,False,False,False,False,False,True,8.200000000000001,0.30357142857142855,-1,58,58.0,1.0,42.0,1.0,59.0,22.0,18.0,-1.0,58.0,60.666666666666664,1,-1
23,1,23,Mikhail Youzhny,Jan-Lennard Struff,1,69,39,31,17,49,24,51,12,0.024416135881104035,0.14285714285714285,True,False,False,False,False,False,False,True,10.200000000000001,0.19642857142857142,20,56,69.0,1.0,31.0,1.0,49.0,17.0,12.0,20.0,56.0,64.33333333333333,-20,20
24,1,24,Guillermo Garcia-Lopez,Tommy Haas,1,58,27,42,11,52,22,48,11,0.025477707006369428,0.14285714285714285,True,False,False,False,False,False,False,True,9.600000000000001,0.17857142857142858,6,38,58.0,1.0,42.0,1.0,52.0,11.0,11.0,6.0,38.0,53.0,-6,6
25,1,25,Carlos Berlocq,Edouard Roger-Vasselin,0,57,49,43,32,65,67,35,32,0.02653927813163482,0.14285714285714285,True,False,False,False,False,False,False,True,7.0,0.5535714285714286,-8,81,57.0,1.0,43.0,0.0,65.0,32.0,32.0,-8.0,81.0,65.0,8,-8
26,1,26,Dominic Thiem,Joao Sousa,1,55,60,45,31,65,57,35,30,0.027600849256900213,0.14285714285714285,True,False,False,False,False,False,False,True,7.0,0.5178571428571429,-10,91,55.0,1.0,45.0,1.0,65.0,31.0,30.0,-10.0,91.0,55.0,10,-10
27,1,27,Kevin Anderson,Jiri Vesely,1,63,76,37,28,57,69,43,43,0.028662420382165606,0.14285714285714285,True,False,False,False,False,False,False,True,8.6,0.75,6,104,63.0,1.0,37.0,1.0,57.0,28.0,43.0,6.0,104.0,63.0,-6,6
28,1,28,Ivo Karlovic,Ivan Dodig,0,66,55,34,18,83,68,17,12,0.029723991507430998,0.14285714285714285,True,False,False,False,False,False,False,True,3.4000000000000004,0.19642857142857142,-17,73,66.0,1.0,34.0,0.0,83.0,18.0,12.0,-17.0,73.0,66.0,17,-17
29,1,29,Jan Hajek,Damir Dzumhur,0,73,31,27,6,53,31,47,19,0.03078556263269639,0.14285714285714285,True,False,False,False,False,False,False,True,9.4,0.32142857142857145,20,37,73.0,1.0,27.0,0.0,53.0,6.0,19.0,20.0,37.0,71.5,-20,20
30,1,30,Di Wu,Kenny De Schepper,0,60,46,40,29,62,63,38,20,0.03184713375796178,0.14285714285714285,True,False,False,False,False,False,False,True,7.6000000000000005,0.3392857142857143,-2,75,60.0,1.0,40.0,0.0,62.0,29.0,20.0,-2.0,75.0,60.0,2,-2
31,1,31,Tomas Berdych,Aleksandr Nedovyesov,1,66,39,34,19,61,37,39,17,0.032908704883227176,0.14285714285714285,True,False,False,False,False,False,False,True,7.800000000000001,0.2857142857142857,5,58,66.0,1.0,34.0,1.0,61.0,19.0,17.0,5.0,58.0,66.0,-5,5
32,1,32,James Duckworth,Roger Federer,0,52,36,48,19,58,40,42,19,0.03397027600849257,0.14285714285714285,True,False,False,False,False,False,False,True,8.4,0.32142857142857145,-6,55,52.0,1.0,48.0,0.0,58.0,19.0,19.0,-6.0,55.0,52.0,6,-6
33,1,33,Radek Stepanek,Blaz Kavcic,0,51,37,49,29,63,43,37,22,0.03503184713375796,0.14285714285714285,True,False,False,False,False,False,False,True,7.4,0.375,-12,66,51.0,1.0,49.0,0.0,63.0,29.0,22.0,-12.0,66.0,57.0,12,-12
34,1,34,Teymuraz Gabashvili,Sergiy Stakhovsky,1,58,49,42,24,55,50,45,21,0.036093418259023353,0.14285714285714285,True,False,False,False,False,False,False,True,9.0,0.35714285714285715,3,73,58.0,1.0,42.0,1.0,55.0,24.0,21.0,3.0,73.0,58.0,-3,3
35,1,35,Fernando Verdasco,Ze Zhang,1,61,59,39,24,58,44,42,25,0.037154989384288746,0.14285714285714285,True,False,False,False,False,False,False,True,8.4,0.42857142857142855,3,83,61.0,1.0,39.0,1.0,58.0,24.0,25.0,3.0,83.0,61.333333333333336,-3,3
36,1,36,Daniel Brands,Gilles Simon,0,63,109,37,36,56,114,44,57,0.03821656050955414,0.14285714285714285,True,False,False,False,False,False,False,True,8.8,1.0,7,145,63.0,1.0,37.0,0.0,56.0,36.0,57.0,7.0,145.0,61.0,-7,7
37,1,37,Marin Cilic,Marcel Granollers,1,58,57,42,30,61,64,39,27,0.03927813163481953,0.14285714285714285,True,False,False,False,False,False,False,True,7.800000000000001,0.4642857142857143,-3,87,58.0,1.0,42.0,1.0,61.0,30.0,27.0,-3.0,87.0,58.0,3,-3
38,1,38,Thomaz Bellucci,Julian Reister,1,53,39,47,24,60,41,40,16,0.040339702760084924,0.14285714285714285,True,False,False,False,False,False,False,True,8.0,0.26785714285714285,-7,63,53.0,1.0,47.0,1.0,60.0,24.0,16.0,-7.0,63.0,53.0,7,-7
39,1,39,Jo-Wilfried Tsonga,Filippo Volandri,1,62,37,38,23,57,35,43,20,0.041401273885350316,0.14285714285714285,True,False,False,False,False,False,False,True,8.6,0.3392857142857143,5,60,62.0,1.0,38.0,1.0,57.0,23.0,20.0,5.0,60.0,56.0,-5,5
40,1,40,Martin Klizan,John Isner,1,54,25,46,21,78,36,22,6,0.04246284501061571,0.14285714285714285,True,False,False,False,False,False,False,True,4.4,0.08928571428571429,-24,46,54.0,1.0,46.0,1.0,78.0,21.0,6.0,-24.0,46.0,51.5,24,-24
41,1,41,Blaz Rola,Federico Delbonis,1,68,57,32,13,63,38,37,16,0.0435244161358811,0.14285714285714285,True,False,False,False,False,False,False,True,7.4,0.26785714285714285,5,70,68.0,1.0,32.0,1.0,63.0,13.0,16.0,5.0,70.0,68.0,-5,5
42,1,42,Michal Przysiezny,Horacio Zeballos,1,69,48,31,17,60,43,40,18,0.044585987261146494,0.14285714285714285,True,False,False,False,False,False,False,True,8.0,0.30357142857142855,9,65,69.0,1.0,31.0,1.0,60.0,17.0,18.0,9.0,65.0,68.0,-9,9
43,1,43,Stephane Robert,Aljaz Bedene,1,46,25,54,21,54,40,46,9,0.045647558386411886,0.14285714285714285,True,False,False,False,False,False,False,True,9.200000000000001,0.14285714285714285,-8,46,46.0,1.0,54.0,1.0,54.0,21.0,9.0,-8.0,46.0,53.5,8,-8
44,1,44,Somdev Devvarman,Feliciano Lopez,0,52,34,48,28,65,50,35,18,0.04670912951167728,0.14285714285714285,True,False,False,False,False,False,False,True,7.0,0.30357142857142855,-13,62,52.0,1.0,48.0,0.0,65.0,28.0,18.0,-13.0,62.0,57.0,13,-13
45,1,45,Michael Berrer,Michael Llodra,1,63,39,37,19,72,47,28,12,0.04777070063694268,0.14285714285714285,True,False,False,False,False,False,False,True,5.6000000000000005,0.19642857142857142,-9,58,63.0,1.0,37.0,1.0,72.0,19.0,12.0,-9.0,58.0,63.0,9,-9
46,1,46,Vincent Millot,Wayne Odesnik,1,57,63,43,34,67,67,33,22,0.04883227176220807,0.14285714285714285,True,False,False,False,False,False,False,True,6.6000000000000005,0.375,-10,97,57.0,1.0,43.0,1.0,67.0,34.0,22.0,-10.0,97.0,57.0,10,-10
47,1,47,Andy Murray,Go Soeda,1,69,33,31,11,61,28,39,6,0.049893842887473464,0.14285714285714285,True,False,False,False,False,False,False,True,7.800000000000001,0.08928571428571429,8,44,69.0,1.0,31.0,1.0,61.0,11.0,6.0,8.0,44.0,61.666666666666664,-8,8
48,1,48,Rhyne Williams,Juan Martin Del Potro,0,57,52,43,25,64,62,36,23,0.050955414012738856,0.14285714285714285,True,False,False,False,False,False,False,True,7.2,0.39285714285714285,-7,77,57.0,1.0,43.0,0.0,64.0,25.0,23.0,-7.0,77.0,56.0,7,-7
49,1,49,Roberto Bautista Agut,Tim Smyczek,1,82,37,18,7,61,28,39,10,0.05201698513800425,0.14285714285714285,True,False,False,False,False,False,False,True,7.800000000000001,0.16071428571428573,21,44,82.0,1.0,18.0,1.0,61.0,7.0,10.0,21.0,44.0,75.5,-21,21
50,1,50,Nick Kyrgios,Benjamin Becker,1,54,60,46,25,53,45,47,31,0.05307855626326964,0.14285714285714285,True,False,False,False,False,False,False,True,9.4,0.5357142857142857,1,85,54.0,1.0,46.0,1.0,53.0,25.0,31.0,1.0,85.0,61.5,-1,1
51,1,51,Benoit Paire,Frank Dancevic,1,57,54,43,22,59,47,41,20,0.054140127388535034,0.14285714285714285,True,False,False,False,False,False,False,True,8.200000000000001,0.3392857142857143,-2,76,57.0,1.0,43.0,1.0,59.0,22.0,20.0,-2.0,76.0,51.333333333333336,2,-2
52,1,52,Bradley Klahn,Grigor Dimitrov,0,58,54,42,28,57,55,43,30,0.055201698513800426,0.14285714285714285,True,False,False,False,False,False,False,True,8.6,0.5178571428571429,1,82,58.0,1.0,42.0,0.0,57.0,28.0,30.0,1.0,82.0,58.0,-1,1
53,1,53,Jimmy Wang,Yen-Hsun Lu,0,63,32,37,12,62,33,38,11,0.05626326963906582,0.14285714285714285,True,False,False,False,False,False,False,True,7.6000000000000005,0.17857142857142858,1,44,63.0,1.0,37.0,0.0,62.0,12.0,11.0,1.0,44.0,63.0,-1,1
54,1,54,Peter Gojowczyk,Victor Hanescu,0,55,44,45,22,66,60,34,23,0.05732484076433121,0.14285714285714285,True,False,False,False,False,False,False,True,6.800000000000001,0.39285714285714285,-11,66,55.0,1.0,45.0,0.0,66.0,22.0,23.0,-11.0,66.0,55.0,11,-11
55,1,55,Milos Raonic,Daniel Gimeno-Traver,1,64,56,36,17,56,43,44,25,0.058386411889596604,0.14285714285714285,True,False,False,False,False,False,False,True,8.8,0.42857142857142855,8,73,64.0,1.0,36.0,1.0,56.0,17.0,25.0,8.0,73.0,68.5,-8,8
56,1,56,Marinko Matosevic,Kei Nishikori,0,61,69,39,29,66,68,34,25,0.059447983014861996,0.14285714285714285,True,False,False,False,False,False,False,True,6.800000000000001,0.42857142857142855,-5,98,61.0,1.0,39.0,0.0,66.0,29.0,25.0,-5.0,98.0,60.0,5,-5
57,1,57,Dusan Lajovic,Lucas Pouille,1,61,53,39,30,61,55,39,22,0.06050955414012739,0.14285714285714285,True,False,False,False,False,False,False,True,7.800000000000001,0.375,0,83,61.0,1.0,39.0,1.0,61.0,30.0,22.0,0.0,83.0,61.0,0,0
58,1,58,Robin Haase,Donald Young,0,67,56,33,18,73,58,27,16,0.06157112526539278,0.14285714285714285,True,False,False,False,False,False,False,True,5.4,0.26785714285714285,-6,74,67.0,1.0,33.0,0.0,73.0,18.0,16.0,-6.0,74.0,62.5,6,-6
59,1,59,Andreas Seppi,Lleyton Hewitt,1,59,72,41,40,51,76,49,38,0.06263269639065817,0.14285714285714285,True,False,False,False,False,False,False,True,9.8,0.6607142857142857,8,112,59.0,1.0,41.0,1.0,51.0,40.0,38.0,8.0,112.0,59.6,-8,8
60,1,60,Ryan Harrison,Gael Monfils,0,62,42,38,17,64,43,36,18,0.06369426751592357,0.14285714285714285,True,False,False,False,False,False,False,True,7.2,0.30357142857142855,-2,59,62.0,1.0,38.0,0.0,64.0,17.0,18.0,-2.0,59.0,62.0,2,-2
61,1,61,Tobias Kamke,Jack Sock,0,49,51,51,36,50,54,50,43,0.06475583864118896,0.14285714285714285,True,False,False,False,False,False,False,True,10.0,0.75,-1,87,49.0,1.0,51.0,0.0,50.0,36.0,43.0,-1.0,87.0,52.5,1,-1
62,1,62,Thanasi Kokkinakis,Igor Sijsling,1,54,55,46,36,59,56,41,23,0.06581740976645435,0.14285714285714285,True,False,False,False,False,False,False,True,8.200000000000001,0.39285714285714285,-5,91,54.0,1.0,46.0,1.0,59.0,36.0,23.0,-5.0,91.0,54.0,5,-5
63,1,63,Rafael Nadal,Bernard Tomic,1,62,14,38,6,71,15,29,3,0.06687898089171974,0.14285714285714285,True,False,False,False,False,False,False,True,5.800000000000001,0.03571428571428571,-9,20,62.0,1.0,38.0,1.0,71.0,6.0,3.0,-9.0,20.0,73.0,9,-9
64,2,64,Leonardo Mayer,Novak Djokovic,0,52,28,48,17,66,36,34,17,0.06794055201698514,0.2857142857142857,False,True,False,False,False,False,False,True,6.800000000000001,0.2857142857142857,-14,45,52.0,2.0,48.0,0.0,66.0,17.0,17.0,-14.0,45.0,52.0,14,-14
65,2,65,Dmitry Tursunov,Denis Istomin,0,53,45,47,26,54,47,46,36,0.06900212314225053,0.2857142857142857,False,True,False,False,False,False,False,True,9.200000000000001,0.625,-1,71,53.0,2.0,47.0,0.0,54.0,26.0,36.0,-1.0,71.0,56.0,1,-1
66,2,66,Sam Querrey,Ernests Gulbis,1,72,45,28,11,46,23,54,21,0.07006369426751592,0.2857142857142857,False,True,False,False,False,False,False,True,10.8,0.35714285714285715,26,56,72.0,2.0,28.0,1.0,46.0,11.0,21.0,26.0,56.0,72.0,-26,26
67,2,67,Fabio Fognini,Jarkko Nieminen,1,58,62,42,30,65,57,35,23,0.07112526539278131,0.2857142857142857,False,True,False,False,False,False,False,True,7.0,0.39285714285714285,-7,92,58.0,2.0,42.0,1.0,65.0,30.0,23.0,-7.0,92.0,58.0,7,-7
68,2,68,Nikolay Davydenko,Richard Gasquet,0,77,48,23,11,58,41,42,21,0.07218683651804671,0.2857142857142857,False,True,False,False,False,False,False,True,8.4,0.35714285714285715,19,59,76.5,2.5,23.5,0.0,63.0,10.0,20.0,13.5,57.0,77.0,-19,19
69,2,69,Tommy Robredo,Julien Benneteau,1,58,61,42,38,62,68,38,27,0.0732484076433121,0.2857142857142857,False,True,False,False,False,False,False,True,7.6000000000000005,0.4642857142857143,-4,99,58.0,2.0,42.0,1.0,62.0,38.0,27.0,-4.0,99.0,58.0,4,-4
70,2,70,Matthew Ebden,Vasek Pospisil,0,68,64,32,19,60,59,40,31,0.07430997876857749,0.2857142857142857,False,True,False,False,False,False,False,True,8.0,0.5357142857142857,8,83,68.0,2.0,32.0,0.0,60.0,19.0,31.0,8.0,83.0,68.0,-8,8
71,2,71,Stanislas Wawrinka,Alejandro Falla,1,56,57,44,31,60,56,40,25,0.07537154989384288,0.2857142857142857,False,True,False,False,False,False,False,True,8.0,0.42857142857142855,-4,88,56.0,2.0,44.0,1.0,60.0,31.0,25.0,-4.0,88.0,61.0,4,-4
72,2,72,Adrian Mannarino,David Ferrer,0,55,44,45,25,68,56,32,18,0.07643312101910828,0.2857142857142857,False,True,False,False,False,False,False,True,6.4,0.30357142857142855,-13,69,55.0,2.0,45.0,0.0,68.0,25.0,18.0,-13.0,69.0,55.0,13,-13
73,2,73,Jeremy Chardy,Alexandr Dolgopolov,1,60,74,40,30,71,81,29,22,0.07749469214437367,0.2857142857142857,False,True,False,False,False,False,False,True,5.800000000000001,0.375,-11,104,60.0,2.0,40.0,1.0,71.0,30.0,22.0,-11.0,104.0,60.0,11,-11
74,2,74,Pablo Andujar,Jerzy Janowicz,0,79,71,21,20,67,76,33,25,0.07855626326963906,0.2857142857142857,False,True,False,False,False,False,False,True,6.6000000000000005,0.42857142857142855,12,91,79.0,2.0,21.0,0.0,67.0,20.0,25.0,12.0,91.0,79.0,-12,12
75,2,75,Mikhail Youzhny,Florian Mayer,0,55,55,45,36,60,59,40,33,0.07961783439490445,0.2857142857142857,False,True,False,False,False,False,False,True,8.0,0.5714285714285714,-5,91,55.0,2.0,45.0,0.0,60.0,36.0,33.0,-5.0,91.0,62.0,5,-5
76,2,76,Edouard Roger-Vasselin,Guillermo Garcia-Lopez,1,57,49,43,28,51,46,49,26,0.08067940552016985,0.2857142857142857,False,True,False,False,False,False,False,True,9.8,0.44642857142857145,6,77,57.0,2.0,43.0,1.0,51.0,28.0,26.0,6.0,77.0,57.0,-6,6
77,2,77,Kevin Anderson,Dominic Thiem,1,65,43,35,18,59,34,41,16,0.08174097664543524,0.2857142857142857,False,True,False,False,False,False,False,True,8.200000000000001,0.26785714285714285,6,61,65.0,2.0,35.0,1.0,59.0,18.0,16.0,6.0,61.0,65.0,-6,6
78,2,78,Damir Dzumhur,Ivan Dodig,0,51,36,49,26,55,39,45,20,0.08280254777070063,0.2857142857142857,False,True,False,False,False,False,False,True,9.0,0.3392857142857143,-4,62,51.0,2.0,49.0,0.0,55.0,26.0,20.0,-4.0,62.0,51.0,4,-4
79,2,79,Tomas Berdych,Kenny De Schepper,1,64,37,36,15,63,33,37,10,0.08386411889596602,0.2857142857142857,False,True,False,False,False,False,False,True,7.4,0.16071428571428573,1,52,64.0,2.0,36.0,1.0,63.0,15.0,10.0,1.0,52.0,64.0,-1,1
80,2,80,Blaz Kavcic,Roger Federer,0,62,32,38,18,76,45,24,9,0.08492569002123142,0.2857142857142857,False,True,False,False,False,False,False,True,4.800000000000001,0.14285714285714285,-14,50,62.0,2.0,38.0,0.0,76.0,18.0,9.0,-14.0,50.0,62.0,14,-14
81,2,81,Fernando Verdasco,Teymuraz Gabashvili,0,60,67,40,34,68,62,32,26,0.08598726114649681,0.2857142857142857,False,True,False,False,False,False,False,True,6.4,0.44642857142857145,-8,101,60.0,2.0,40.0,0.0,68.0,34.0,26.0,-8.0,101.0,59.0,8,-8
82,2,82,Marin Cilic,Gilles Simon,0,50,50,50,32,49,65,51,41,0.0870488322717622,0.2857142857142857,False,True,False,False,False,False,False,True,10.200000000000001,0.7142857142857143,1,82,50.0,2.0,50.0,0.0,49.0,32.0,41.0,1.0,82.0,50.0,-1,1
83,2,83,Jo-Wilfried Tsonga,Thomaz Bellucci,1,64,51,36,18,45,31,55,34,0.0881104033970276,0.2857142857142857,False,True,False,False,False,False,False,True,11.0,0.5892857142857143,19,69,64.0,2.0,36.0,1.0,45.0,18.0,34.0,19.0,69.0,64.5,-19,19
84,2,84,Blaz Rola,Martin Klizan,0,63,66,37,24,58,49,42,34,0.08917197452229299,0.2857142857142857,False,True,False,False,False,False,False,True,8.4,0.5892857142857143,5,90,63.0,2.0,37.0,0.0,58.0,24.0,34.0,5.0,90.0,63.0,-5,5
85,2,85,Stephane Robert,Michal Przysiezny,1,58,56,42,30,58,50,42,24,0.09023354564755838,0.2857142857142857,False,True,False,False,False,False,False,True,8.4,0.4107142857142857,0,86,58.0,2.0,42.0,1.0,58.0,30.0,24.0,0.0,86.0,58.0,0,0
86,2,86,Michael Berrer,Feliciano Lopez,0,68,47,32,17,62,45,38,23,0.09129511677282377,0.2857142857142857,False,True,False,False,False,False,False,True,7.6000000000000005,0.39285714285714285,6,64,68.0,2.0,32.0,0.0,62.0,17.0,23.0,6.0,64.0,68.0,-6,6
87,2,87,Andy Murray,Vincent Millot,1,59,35,41,17,55,25,45,20,0.09235668789808917,0.2857142857142857,False,True,False,False,False,False,False,True,9.0,0.3392857142857143,4,52,59.0,2.0,41.0,1.0,55.0,17.0,20.0,4.0,52.0,59.0,-4,4
88,2,88,Roberto Bautista Agut,Juan Martin Del Potro,1,69,88,31,23,72,76,28,21,0.09341825902335456,0.2857142857142857,False,True,False,False,False,False,False,True,5.6000000000000005,0.35714285714285715,-3,111,69.0,2.0,31.0,1.0,72.0,23.0,21.0,-3.0,111.0,74.0,3,-3
89,2,89,Benoit Paire,Nick Kyrgios,1,50,68,50,47,66,86,34,27,0.09447983014861996,0.2857142857142857,False,True,False,False,False,False,False,True,6.800000000000001,0.4642857142857143,-16,115,50.0,2.0,50.0,1.0,66.0,47.0,27.0,-16.0,115.0,53.5,16,-16
90,2,90,Yen-Hsun Lu,Grigor Dimitrov,0,70,47,30,19,59,49,41,18,0.09554140127388536,0.2857142857142857,False,True,False,False,False,False,False,True,8.200000000000001,0.30357142857142855,11,66,70.0,2.0,30.0,0.0,59.0,19.0,18.0,11.0,66.0,70.0,-11,11
