,tier,race1,gender,fulltime,sex,decile1b,Unnamed: 0.1,Unnamed: 0,decile3,decile1,lsat,ugpa,grad,bar1,fam_inc,Unary_Unnamed: 0.1,Unary_Unnamed: 0,Unary_decile3,sex_1.0,sex_2.0,Unary_lsat,Unary_ugpa,Unary_grad,fulltime_1.0,fulltime_2.0,Unary_fam_inc,gender_0,gender_1,race1_0,race1_1,race1_2,race1_3,race1_4,tier_1.0,tier_2.0,tier_3.0,tier_4.0,tier_5.0,tier_6.0,academic_performance,"GROUPBY_['sex', 'fulltime']_mean_lsat","GROUPBY_['sex', 'tier']_mean_lsat","GROUPBY_['sex', 'race1']_mean_lsat","GROUPBY_['sex', 'tier']_mean_ugpa","GROUPBY_['sex', 'fulltime']_mean_ugpa","GROUPBY_['sex', 'tier']_std_lsat","GROUPBY_['sex', 'race1', 'tier']_median_lsat","GROUPBY_['race1', 'tier']_mean_ugpa","GROUPBY_['sex', 'tier', 'fulltime']_mean_fam_inc","GROUPBY_['sex', 'race1', 'tier']_mean_ugpa",lsat_minus_ugpa
45,3.0,1,1,1.0,2.0,2.0,45,45,2.0,3.0,0,0,0,0,5.0,4.5,2025,0.2,False,True,0.0,0.0,0.0,True,False,1.0,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,0
46,5.0,1,0,2.0,1.0,10.0,46,46,10.0,10.0,1,0,0,1,1.0,4.6000000000000005,2116,1.0,True,False,0.3333333333333333,0.0,0.0,False,True,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,0,0.7821782178217822,1.218487394957983,1.2883135059482156,1.319327731092437,1.2722772277227723,1.1053470439737765,1.0,1.383587786259542,3.0638297872340425,1.3888888888888888,1
47,3.0,1,1,1.0,2.0,8.0,47,47,8.0,9.0,1,0,0,1,4.0,4.7,2209,0.8,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,1
48,4.0,1,0,1.0,1.0,5.0,48,48,7.0,5.0,2,0,0,1,4.0,4.800000000000001,2304,0.7,True,False,0.6666666666666666,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,2
49,3.0,1,0,1.0,1.0,3.0,49,49,6.0,4.0,1,0,0,1,4.0,4.9,2401,0.6,True,False,0.3333333333333333,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,1
50,4.0,1,0,1.0,1.0,3.0,50,50,3.0,3.0,2,0,0,0,3.0,5.0,2500,0.3,True,False,0.6666666666666666,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,2
51,5.0,1,0,1.0,1.0,2.0,51,51,6.0,2.0,3,0,0,1,1.0,5.1000000000000005,2601,0.6,True,False,1.0,0.0,0.0,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,0,1.0680127523910734,1.218487394957983,1.2883135059482156,1.319327731092437,1.2731137088204039,1.1053470439737765,1.0,1.383587786259542,3.3419354838709676,1.3888888888888888,3
52,3.0,0,1,1.0,2.0,3.0,52,52,1.0,4.0,0,0,0,0,3.0,5.2,2704,0.1,False,True,0.0,0.0,0.0,True,False,0.5,False,True,True,False,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,0.6271186440677966,1.1472191930207198,1.2827133479212254,0.9805810492578442,0.0,1.16,3.4656019656019654,1.0441176470588236,0
53,3.0,1,0,1.0,1.0,5.0,53,53,3.0,5.0,2,0,0,1,3.0,5.300000000000001,2809,0.3,True,False,0.6666666666666666,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,2
54,5.0,1,0,1.0,1.0,9.0,54,54,9.0,9.0,0,0,0,1,3.0,5.4,2916,0.9,True,False,0.0,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,False,False,True,False,0,1.0680127523910734,1.218487394957983,1.2883135059482156,1.319327731092437,1.2731137088204039,1.1053470439737765,1.0,1.383587786259542,3.3419354838709676,1.3888888888888888,0
55,3.0,1,1,1.0,2.0,6.0,55,55,7.0,6.0,2,0,0,1,3.0,5.5,3025,0.7,False,True,0.6666666666666666,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,2
56,5.0,1,0,1.0,1.0,5.0,56,56,8.0,5.0,1,0,0,1,4.0,5.6000000000000005,3136,0.8,True,False,0.3333333333333333,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,False,False,True,False,0,1.0680127523910734,1.218487394957983,1.2883135059482156,1.319327731092437,1.2731137088204039,1.1053470439737765,1.0,1.383587786259542,3.3419354838709676,1.3888888888888888,1
57,5.0,1,1,1.0,2.0,1.0,57,57,1.0,1.0,3,0,0,1,4.0,5.7,3249,0.1,False,True,1.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,3
58,1.0,1,0,1.0,1.0,4.0,58,58,2.0,5.0,0,0,0,0,3.0,5.800000000000001,3364,0.2,True,False,0.0,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,True,False,False,False,False,False,0,1.0680127523910734,0.11764705882352941,1.2883135059482156,1.188235294117647,1.2731137088204039,0.4475266607084073,0.0,1.175,2.951219512195122,1.411764705882353,0
59,3.0,0,0,1.0,1.0,2.0,59,59,4.0,3.0,0,0,0,0,4.0,5.9,3481,0.4,True,False,0.0,0.0,0.0,True,False,0.75,True,False,True,False,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,0.5714285714285714,1.237454100367197,1.2731137088204039,0.9986761342736845,0.0,1.16,3.4115168539325844,1.2982456140350878,0
60,4.0,1,1,1.0,2.0,4.0,60,60,4.0,5.0,1,0,0,1,4.0,6.0,3600,0.4,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,1
61,4.0,1,1,1.0,2.0,3.0,61,61,3.0,3.0,2,0,0,0,2.0,6.1000000000000005,3721,0.3,False,True,0.6666666666666666,0.0,0.0,True,False,0.25,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,2
62,6.0,1,1,1.0,2.0,3.0,62,62,3.0,3.0,3,0,0,0,4.0,6.2,3844,0.3,False,True,1.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,False,False,True,0,1.263457330415755,2.0463576158940397,1.4224049331963,1.8741721854304636,1.2827133479212254,1.13335930368894,3.0,1.770949720670391,3.76158940397351,1.9469026548672566,3
63,3.0,1,1,1.0,2.0,6.0,63,63,2.0,6.0,2,0,0,0,4.0,6.300000000000001,3969,0.2,False,True,0.6666666666666666,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,2
64,3.0,1,0,1.0,1.0,4.0,64,64,2.0,5.0,1,0,0,0,3.0,6.4,4096,0.2,True,False,0.3333333333333333,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,1
65,5.0,1,1,1.0,2.0,2.0,65,65,1.0,2.0,3,0,0,0,3.0,6.5,4225,0.1,False,True,1.0,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,3
