,race1,fulltime,sex,decile3,lsat,ugpa,grad,bar1,fam_inc,tier,Bucketize_decile3,Scaling_decile1,sex_1.0,sex_2.0,Bucketize_ugpa,fulltime_1.0,fulltime_2.0,gender_female,gender_male,race1_asian,race1_black,race1_hisp,race1_other,race1_white,Bucketize_tier,ugpa_lsat_ratio,lsat_ugpa_ratio,LSAT_GPA_Ratio,lsat_gpa_ratio,lsat_gpa_interaction,lsat_ugpa_interaction,"GROUPBY_['sex', 'fulltime', 'tier']_mean_lsat","GROUPBY_['sex', 'fulltime', 'race1', 'tier']_mean_lsat",lsat_ugpa_interaction_ratio,lsat_ugpa_interaction_bucket,lsat_decile3_ratio,ugpa_decile3_ratio,lsat_ugpa_interaction_bucket_fulltime,lsat_ugpa_interaction_bucket_rank
24,white,1.0,2.0,4.0,39.0,3.5,Y,P,4.0,4.0,Medium,0.4444444444444444,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.08974358974358974,11.142857142857142,11.142857142857142,11.142857142857142,136.5,136.5,36.76711864406779,38.57636363636363,3.5,2,9.75,0.875,-inf-150_1,
25,white,1.0,2.0,2.0,39.0,3.5,Y,F,3.0,4.0,Low,0.3333333333333333,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.08974358974358974,11.142857142857142,11.142857142857142,11.142857142857142,136.5,136.5,36.76711864406779,38.57636363636363,3.5,2,19.5,1.75,-inf-150_1,
26,asian,1.0,1.0,1.0,41.0,3.5,Y,F,4.0,5.0,Low,0.1111111111111111,True,False,3-4,True,False,True,False,True,False,False,False,False,Unknown,0.08536585365853659,11.714285714285714,11.714285714285714,11.714285714285714,143.5,143.5,36.387387387387385,35.609375,3.5,2,41.0,3.5,-inf-150_1,
27,white,1.0,2.0,10.0,31.0,3.5,Y,P,3.0,3.0,,1.0,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.11290322580645161,8.857142857142858,8.857142857142858,8.857142857142858,108.5,108.5,34.63171641791045,35.47604166666667,3.5,2,3.1,0.35,-inf-150_1,
28,white,1.0,2.0,7.0,38.0,3.5,Y,P,4.0,4.0,High,0.6666666666666666,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.09210526315789473,10.857142857142858,10.857142857142858,10.857142857142858,133.0,133.0,36.76711864406779,38.57636363636363,3.5,2,5.428571428571429,0.5,-inf-150_1,
29,white,1.0,2.0,1.0,31.0,3.5,Y,P,3.0,5.0,Low,0.1111111111111111,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.11290322580645161,8.857142857142858,8.857142857142858,8.857142857142858,108.5,108.5,38.23014492753623,39.650191570881226,3.5,2,31.0,3.5,-inf-150_1,
30,white,1.0,1.0,1.0,31.0,3.5,Y,F,3.0,4.0,Low,0.0,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.11290322580645161,8.857142857142858,8.857142857142858,8.857142857142858,108.5,108.5,35.002536997885834,37.07461773700306,3.5,2,31.0,3.5,-inf-150_1,
31,white,1.0,2.0,7.0,46.0,3.5,Y,P,4.0,6.0,High,0.4444444444444444,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.07608695652173914,13.142857142857142,13.142857142857142,13.142857142857142,161.0,161.0,40.74825174825175,42.35514018691589,3.5,2,6.571428571428571,0.5,-inf-150_1,
32,black,1.0,1.0,4.0,22.0,3.5,Y,F,4.0,3.0,Medium,0.3333333333333333,True,False,3-4,True,False,True,False,False,True,False,False,False,Low,0.1590909090909091,6.285714285714286,6.285714285714286,6.285714285714286,77.0,77.0,33.20194174757281,27.221649484536083,3.5,1,5.5,0.875,-inf-150_1,
33,white,2.0,2.0,7.0,32.0,3.5,Y,F,3.0,5.0,High,0.5555555555555556,False,True,3-4,False,True,False,True,False,False,False,False,True,Unknown,0.109375,9.142857142857142,9.142857142857142,9.142857142857142,112.0,112.0,35.69714285714286,36.669642857142854,3.5,2,4.571428571428571,0.5,-inf-150_2,
34,white,1.0,2.0,1.0,36.0,3.5,Y,F,3.0,4.0,Low,0.1111111111111111,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.09722222222222222,10.285714285714286,10.285714285714286,10.285714285714286,126.0,126.0,36.76711864406779,38.57636363636363,3.5,2,36.0,3.5,-inf-150_1,
35,white,2.0,1.0,2.0,36.0,3.5,Y,F,4.0,3.0,Low,0.0,True,False,3-4,False,True,True,False,False,False,False,False,True,Low,0.09722222222222222,10.285714285714286,10.285714285714286,10.285714285714286,126.0,126.0,32.03058823529412,33.64576271186441,3.5,2,18.0,1.75,-inf-150_2,
36,white,1.0,2.0,2.0,29.0,3.5,Y,F,5.0,3.0,Low,0.2222222222222222,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.1206896551724138,8.285714285714286,8.285714285714286,8.285714285714286,101.5,101.5,34.63171641791045,35.47604166666667,3.5,2,14.5,1.75,-inf-150_1,
37,asian,1.0,1.0,7.0,33.0,3.5,Y,P,5.0,3.0,High,0.5555555555555556,True,False,3-4,True,False,True,False,True,False,False,False,False,Low,0.10606060606060606,9.428571428571429,9.428571428571429,9.428571428571429,115.5,115.5,33.20194174757281,31.220588235294116,3.5,2,4.714285714285714,0.5,-inf-150_1,
38,hisp,1.0,2.0,4.0,34.0,3.5,Y,P,4.0,6.0,Medium,0.3333333333333333,False,True,3-4,True,False,False,True,False,False,True,False,False,Unknown,0.10294117647058823,9.714285714285714,9.714285714285714,9.714285714285714,119.0,119.0,40.74825174825175,38.09090909090909,3.5,2,8.5,0.875,-inf-150_1,
39,white,1.0,2.0,8.0,38.0,3.5,Y,P,4.0,3.0,High,0.8888888888888888,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.09210526315789473,10.857142857142858,10.857142857142858,10.857142857142858,133.0,133.0,34.63171641791045,35.47604166666667,3.5,2,4.75,0.4375,-inf-150_1,
40,white,1.0,1.0,8.0,46.0,3.5,Y,P,3.0,5.0,High,0.7777777777777778,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.07608695652173914,13.142857142857142,13.142857142857142,13.142857142857142,161.0,161.0,36.387387387387385,38.453917050691246,3.5,2,5.75,0.4375,-inf-150_1,
41,white,1.0,1.0,3.0,37.0,3.5,Y,F,3.0,4.0,Low,0.2222222222222222,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.0945945945945946,10.571428571428571,10.571428571428571,10.571428571428571,129.5,129.5,35.002536997885834,37.07461773700306,3.5,2,12.333333333333334,1.1666666666666667,-inf-150_1,
42,white,1.0,1.0,3.0,44.0,3.5,Y,P,3.0,3.0,Low,0.2222222222222222,True,False,3-4,True,False,True,False,False,False,False,False,True,Low,0.07954545454545454,12.571428571428571,12.571428571428571,12.571428571428571,154.0,154.0,33.20194174757281,34.759302325581395,3.5,2,14.666666666666666,1.1666666666666667,-inf-150_1,
43,hisp,1.0,2.0,1.0,32.0,3.5,Y,F,3.0,3.0,Low,0.3333333333333333,False,True,3-4,True,False,False,True,False,False,True,False,False,Low,0.109375,9.142857142857142,9.142857142857142,9.142857142857142,112.0,112.0,34.63171641791045,30.51153846153846,3.5,2,32.0,3.5,-inf-150_1,
44,white,1.0,1.0,10.0,34.0,3.5,Y,P,4.0,3.0,,1.0,True,False,3-4,True,False,True,False,False,False,False,False,True,Low,0.10294117647058823,9.714285714285714,9.714285714285714,9.714285714285714,119.0,119.0,33.20194174757281,34.759302325581395,3.5,2,3.4,0.35,-inf-150_1,
45,white,1.0,2.0,5.0,38.0,3.5,Y,P,5.0,5.0,Medium,0.3333333333333333,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.09210526315789473,10.857142857142858,10.857142857142858,10.857142857142858,133.0,133.0,38.23014492753623,39.650191570881226,3.5,2,7.6,0.7,-inf-150_1,
46,white,1.0,1.0,8.0,40.0,3.5,Y,P,4.0,5.0,High,0.4444444444444444,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.0875,11.428571428571429,11.428571428571429,11.428571428571429,140.0,140.0,36.387387387387385,38.453917050691246,3.5,2,5.0,0.4375,-inf-150_1,
47,white,1.0,2.0,7.0,28.0,3.5,Y,P,2.0,3.0,High,0.6666666666666666,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.125,8.0,8.0,8.0,98.0,98.0,34.63171641791045,35.47604166666667,3.5,1,4.0,0.5,-inf-150_1,
48,white,1.0,1.0,2.0,29.0,3.5,Y,F,3.0,1.0,Low,0.4444444444444444,True,False,3-4,True,False,True,False,False,False,False,False,True,High,0.1206896551724138,8.285714285714286,8.285714285714286,8.285714285714286,101.5,101.5,26.25505617977528,33.51428571428571,3.5,2,14.5,1.75,-inf-150_1,
49,hisp,1.0,1.0,4.0,28.0,3.5,Y,F,4.0,3.0,Medium,0.2222222222222222,True,False,3-4,True,False,True,False,False,False,True,False,False,Low,0.125,8.0,8.0,8.0,98.0,98.0,33.20194174757281,31.16,3.5,1,7.0,0.875,-inf-150_1,
50,white,1.0,2.0,3.0,36.3,3.5,Y,F,2.0,4.0,Low,0.2222222222222222,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.09641873278236915,10.37142857142857,10.37142857142857,10.37142857142857,127.04999999999998,127.04999999999998,36.76711864406779,38.57636363636363,3.5,2,12.1,1.1666666666666667,-inf-150_1,
51,white,1.0,2.0,3.0,46.0,3.5,Y,F,4.0,6.0,Low,0.2222222222222222,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.07608695652173914,13.142857142857142,13.142857142857142,13.142857142857142,161.0,161.0,40.74825174825175,42.35514018691589,3.5,2,15.333333333333334,1.1666666666666667,-inf-150_1,
52,white,1.0,2.0,2.0,37.0,3.5,Y,F,4.0,3.0,Low,0.5555555555555556,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.0945945945945946,10.571428571428571,10.571428571428571,10.571428571428571,129.5,129.5,34.63171641791045,35.47604166666667,3.5,2,18.5,1.75,-inf-150_1,
53,white,1.0,2.0,9.0,37.0,3.5,Y,P,4.0,3.0,High,1.0,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.0945945945945946,10.571428571428571,10.571428571428571,10.571428571428571,129.5,129.5,34.63171641791045,35.47604166666667,3.5,2,4.111111111111111,0.3888888888888889,-inf-150_1,
54,white,1.0,1.0,2.0,37.5,3.5,Y,F,3.0,3.0,Low,0.4444444444444444,True,False,3-4,True,False,True,False,False,False,False,False,True,Low,0.09333333333333334,10.714285714285714,10.714285714285714,10.714285714285714,131.25,131.25,33.20194174757281,34.759302325581395,3.5,2,18.75,1.75,-inf-150_1,
55,white,1.0,2.0,1.0,48.0,3.5,Y,F,3.0,5.0,Low,0.1111111111111111,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.07291666666666667,13.714285714285714,13.714285714285714,13.714285714285714,168.0,168.0,38.23014492753623,39.650191570881226,3.5,2,48.0,3.5,-inf-150_1,
56,white,1.0,1.0,5.0,37.5,3.5,Y,P,3.0,4.0,Medium,0.2222222222222222,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.09333333333333334,10.714285714285714,10.714285714285714,10.714285714285714,131.25,131.25,35.002536997885834,37.07461773700306,3.5,2,7.5,0.7,-inf-150_1,
57,white,1.0,2.0,1.0,40.0,3.5,Y,F,3.0,3.0,Low,0.1111111111111111,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.0875,11.428571428571429,11.428571428571429,11.428571428571429,140.0,140.0,34.63171641791045,35.47604166666667,3.5,2,40.0,3.5,-inf-150_1,
58,asian,1.0,2.0,6.0,36.0,3.5,Y,P,3.0,5.0,Medium,0.5555555555555556,False,True,3-4,True,False,False,True,True,False,False,False,False,Unknown,0.09722222222222222,10.285714285714286,10.285714285714286,10.285714285714286,126.0,126.0,38.23014492753623,36.92,3.5,2,6.0,0.5833333333333334,-inf-150_1,
59,white,1.0,1.0,4.0,30.0,3.5,Y,P,4.0,3.0,Medium,0.2222222222222222,True,False,3-4,True,False,True,False,False,False,False,False,True,Low,0.11666666666666667,8.571428571428571,8.571428571428571,8.571428571428571,105.0,105.0,33.20194174757281,34.759302325581395,3.5,2,7.5,0.875,-inf-150_1,
60,white,1.0,1.0,2.0,36.0,3.5,Y,F,3.0,4.0,Low,0.5555555555555556,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.09722222222222222,10.285714285714286,10.285714285714286,10.285714285714286,126.0,126.0,35.002536997885834,37.07461773700306,3.5,2,18.0,1.75,-inf-150_1,
61,white,1.0,2.0,6.0,27.0,3.5,Y,P,4.0,3.0,Medium,0.5555555555555556,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.12962962962962962,7.714285714285714,7.714285714285714,7.714285714285714,94.5,94.5,34.63171641791045,35.47604166666667,3.5,1,4.5,0.5833333333333334,-inf-150_1,
62,white,1.0,2.0,4.0,40.0,3.5,Y,P,3.0,5.0,Medium,0.3333333333333333,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.0875,11.428571428571429,11.428571428571429,11.428571428571429,140.0,140.0,38.23014492753623,39.650191570881226,3.5,2,10.0,0.875,-inf-150_1,
63,white,1.0,2.0,10.0,34.0,3.5,Y,P,4.0,3.0,,0.3333333333333333,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.10294117647058823,9.714285714285714,9.714285714285714,9.714285714285714,119.0,119.0,34.63171641791045,35.47604166666667,3.5,2,3.4,0.35,-inf-150_1,
64,white,1.0,1.0,8.0,36.0,3.5,Y,P,5.0,6.0,High,0.6666666666666666,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.09722222222222222,10.285714285714286,10.285714285714286,10.285714285714286,126.0,126.0,40.40686274509804,41.95,3.5,2,4.5,0.4375,-inf-150_1,
65,white,1.0,2.0,8.0,38.0,3.5,Y,P,5.0,5.0,High,0.8888888888888888,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.09210526315789473,10.857142857142858,10.857142857142858,10.857142857142858,133.0,133.0,38.23014492753623,39.650191570881226,3.5,2,4.75,0.4375,-inf-150_1,
66,white,1.0,1.0,8.0,35.0,3.5,Y,P,4.0,5.0,High,0.5555555555555556,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.1,10.0,10.0,10.0,122.5,122.5,36.387387387387385,38.453917050691246,3.5,2,4.375,0.4375,-inf-150_1,
67,white,1.0,2.0,6.0,34.5,3.5,Y,P,3.0,3.0,Medium,0.4444444444444444,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.10144927536231885,9.857142857142858,9.857142857142858,9.857142857142858,120.75,120.75,34.63171641791045,35.47604166666667,3.5,2,5.75,0.5833333333333334,-inf-150_1,
68,white,1.0,1.0,3.0,41.0,3.5,Y,F,4.0,4.0,Low,0.1111111111111111,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.08536585365853659,11.714285714285714,11.714285714285714,11.714285714285714,143.5,143.5,35.002536997885834,37.07461773700306,3.5,2,13.666666666666666,1.1666666666666667,-inf-150_1,
69,white,1.0,1.0,6.0,34.0,3.5,Y,F,4.0,3.0,Medium,0.5555555555555556,True,False,3-4,True,False,True,False,False,False,False,False,True,Low,0.10294117647058823,9.714285714285714,9.714285714285714,9.714285714285714,119.0,119.0,33.20194174757281,34.759302325581395,3.5,2,5.666666666666667,0.5833333333333334,-inf-150_1,
70,white,1.0,2.0,7.0,48.0,3.5,Y,P,4.0,4.0,High,0.7777777777777778,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.07291666666666667,13.714285714285714,13.714285714285714,13.714285714285714,168.0,168.0,36.76711864406779,38.57636363636363,3.5,2,6.857142857142857,0.5,-inf-150_1,
71,white,1.0,1.0,5.0,34.0,3.5,Y,P,4.0,4.0,Medium,0.3333333333333333,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.10294117647058823,9.714285714285714,9.714285714285714,9.714285714285714,119.0,119.0,35.002536997885834,37.07461773700306,3.5,2,6.8,0.7,-inf-150_1,
72,white,1.0,2.0,10.0,47.0,3.5,Y,P,4.0,5.0,,0.8888888888888888,False,True,3-4,True,False,False,True,False,False,False,False,True,Unknown,0.07446808510638298,13.428571428571429,13.428571428571429,13.428571428571429,164.5,164.5,38.23014492753623,39.650191570881226,3.5,2,4.7,0.35,-inf-150_1,
73,white,1.0,1.0,8.0,34.0,3.5,Y,P,2.0,4.0,High,0.7777777777777778,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.10294117647058823,9.714285714285714,9.714285714285714,9.714285714285714,119.0,119.0,35.002536997885834,37.07461773700306,3.5,2,4.25,0.4375,-inf-150_1,
74,asian,1.0,1.0,4.0,46.0,3.5,Y,P,4.0,4.0,Medium,0.2222222222222222,True,False,3-4,True,False,True,False,True,False,False,False,False,Unknown,0.07608695652173914,13.142857142857142,13.142857142857142,13.142857142857142,161.0,161.0,35.002536997885834,34.28260869565217,3.5,2,11.5,0.875,-inf-150_1,
75,white,1.0,1.0,2.0,29.5,3.5,Y,F,5.0,3.0,Low,0.1111111111111111,True,False,3-4,True,False,True,False,False,False,False,False,True,Low,0.11864406779661017,8.428571428571429,8.428571428571429,8.428571428571429,103.25,103.25,33.20194174757281,34.759302325581395,3.5,2,14.75,1.75,-inf-150_1,
76,white,1.0,1.0,9.0,43.0,3.5,Y,P,3.0,4.0,High,0.7777777777777778,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.08139534883720931,12.285714285714286,12.285714285714286,12.285714285714286,150.5,150.5,35.002536997885834,37.07461773700306,3.5,2,4.777777777777778,0.3888888888888889,-inf-150_1,
77,white,1.0,1.0,9.0,32.0,3.5,Y,P,3.0,4.0,High,0.8888888888888888,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.109375,9.142857142857142,9.142857142857142,9.142857142857142,112.0,112.0,35.002536997885834,37.07461773700306,3.5,2,3.5555555555555554,0.3888888888888889,-inf-150_1,
78,white,1.0,1.0,2.0,35.0,3.5,Y,F,3.0,4.0,Low,0.0,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.1,10.0,10.0,10.0,122.5,122.5,35.002536997885834,37.07461773700306,3.5,2,17.5,1.75,-inf-150_1,
79,white,1.0,1.0,6.0,43.0,3.5,Y,P,4.0,5.0,Medium,0.3333333333333333,True,False,3-4,True,False,True,False,False,False,False,False,True,Unknown,0.08139534883720931,12.285714285714286,12.285714285714286,12.285714285714286,150.5,150.5,36.387387387387385,38.453917050691246,3.5,2,7.166666666666667,0.5833333333333334,-inf-150_1,
80,white,1.0,1.0,4.0,34.0,3.5,Y,P,3.0,3.0,Medium,0.5555555555555556,True,False,3-4,True,False,True,False,False,False,False,False,True,Low,0.10294117647058823,9.714285714285714,9.714285714285714,9.714285714285714,119.0,119.0,33.20194174757281,34.759302325581395,3.5,2,8.5,0.875,-inf-150_1,
81,white,1.0,2.0,6.0,26.7,3.5,Y,P,3.0,3.0,Medium,0.3333333333333333,False,True,3-4,True,False,False,True,False,False,False,False,True,Low,0.1310861423220974,7.628571428571428,7.628571428571428,7.628571428571428,93.45,93.45,34.63171641791045,35.47604166666667,3.5,1,4.45,0.5833333333333334,-inf-150_1,
82,asian,1.0,1.0,1.0,29.0,3.5,Y,F,3.0,3.0,Low,0.0,True,False,3-4,True,False,True,False,True,False,False,False,False,Low,0.1206896551724138,8.285714285714286,8.285714285714286,8.285714285714286,101.5,101.5,33.20194174757281,31.220588235294116,3.5,2,29.0,3.5,-inf-150_1,
