,ocean_proximity,longitude,latitude,total_rooms,total_bedrooms,households,median_income,BinaryHouseVal,Scaling_longitude,Bucketize_housing_median_age,Bucketize_population,Scaling_median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,bedroom_to_room_ratio,rooms_bedrooms_ratio,bedroom_ratio,GROUPBY_['ocean_proximity']_mean_median_income
20,0,-122.27,37.85,751.0,184.0,166.0,1.3578,0,0.2071713147410358,2,0,0.0591647011765354,0,0,0,0,0,0.2450066577896138,4.081521739130435,0.2450066577896138,4.17564691629956
21,0,-122.27,37.85,1639.0,367.0,366.0,1.7135,1,0.2071713147410358,0,0,0.0836953973048647,0,0,0,0,0,0.2239170225747407,4.4659400544959125,0.2239170225747407,4.17564691629956
22,0,-122.27,37.84,2436.0,541.0,478.0,1.725,0,0.2071713147410358,0,1,0.0844884898139336,0,0,0,0,0,0.2220853858784893,4.502772643253235,0.2220853858784893,4.17564691629956
23,0,-122.27,37.84,1688.0,337.0,325.0,2.1806,0,0.2071713147410358,0,0,0.1159087460862609,0,0,0,0,0,0.1996445497630331,5.008902077151335,0.1996445497630331,4.17564691629956
24,0,-122.27,37.84,2224.0,437.0,422.0,2.6,0,0.2071713147410358,0,1,0.1448324850691714,0,0,0,0,0,0.1964928057553956,5.089244851258581,0.1964928057553956,4.17564691629956
25,0,-122.28,37.85,535.0,123.0,119.0,2.4038,0,0.2061752988047803,0,0,0.1313016372187969,0,0,0,0,0,0.2299065420560747,4.349593495934959,0.2299065420560747,4.17564691629956
26,0,-122.28,37.85,1130.0,244.0,239.0,2.4597,0,0.2061752988047803,0,0,0.1351567564585316,0,0,0,0,0,0.215929203539823,4.631147540983607,0.215929203539823,4.17564691629956
27,0,-122.28,37.85,1898.0,421.0,397.0,1.808,0,0.2061752988047803,0,1,0.0902125487924304,0,0,0,0,0,0.2218124341412012,4.508313539192399,0.2218124341412012,4.17564691629956
28,0,-122.28,37.84,2082.0,492.0,473.0,1.6424,0,0.2061752988047803,0,1,0.0787920166618391,0,0,0,0,0,0.2363112391930835,4.2317073170731705,0.2363112391930835,4.17564691629956
29,0,-122.28,37.84,729.0,160.0,155.0,1.6875,0,0.2061752988047803,0,0,0.0819023185887091,0,0,0,0,0,0.2194787379972565,4.55625,0.2194787379972565,4.17564691629956
30,0,-122.28,37.84,1916.0,447.0,378.0,1.9274,0,0.2061752988047803,0,0,0.0984469179735452,0,0,0,0,0,0.2332985386221294,4.286353467561521,0.2332985386221294,4.17564691629956
31,0,-122.28,37.84,2153.0,481.0,441.0,1.9615,0,0.2061752988047803,0,1,0.1007986096743493,0,0,0,0,0,0.2234091964700418,4.476091476091476,0.2234091964700418,4.17564691629956
32,0,-122.27,37.84,1922.0,409.0,335.0,1.7969,0,0.2071713147410358,0,1,0.089447042109764,0,0,0,0,0,0.2127991675338189,4.699266503667482,0.2127991675338189,4.17564691629956
33,0,-122.27,37.83,1655.0,366.0,329.0,1.375,0,0.2071713147410358,0,0,0.0603508917118384,0,0,0,0,0,0.2211480362537764,4.521857923497268,0.2211480362537764,4.17564691629956
34,0,-122.27,37.83,2665.0,574.0,536.0,2.7303,0,0.2071713147410358,0,1,0.1538185680197515,0,0,0,0,0,0.2153846153846154,4.642857142857143,0.2153846153846154,4.17564691629956
35,0,-122.27,37.83,1215.0,282.0,264.0,1.4861,0,0.2071713147410358,0,0,0.0680128549951035,0,0,0,0,0,0.2320987654320987,4.308510638297872,0.2320987654320987,4.17564691629956
36,0,-122.27,37.83,1798.0,432.0,374.0,1.0972,0,0.2071713147410358,0,0,0.0411925352753755,0,0,0,0,0,0.2402669632925472,4.162037037037037,0.2402669632925472,4.17564691629956
37,0,-122.28,37.83,1511.0,390.0,403.0,1.4103,0,0.2061752988047803,0,0,0.0627853408918497,0,0,0,0,0,0.258107213765718,3.8743589743589744,0.258107213765718,4.17564691629956
38,0,-122.26,37.83,1470.0,330.0,309.0,3.48,1,0.2081673306772899,0,0,0.2055213031544392,0,0,0,0,0,0.2244897959183673,4.454545454545454,0.2244897959183673,4.17564691629956
39,0,-122.26,37.83,2432.0,715.0,696.0,2.5898,1,0.2081673306772899,0,1,0.1441290464959104,0,0,0,0,0,0.2939967105263157,3.401398601398601,0.2939967105263157,4.17564691629956
40,0,-122.26,37.83,1665.0,419.0,395.0,2.0978,1,0.2081673306772899,0,0,0.1101984800209652,0,0,0,0,0,0.2516516516516516,3.973747016706444,0.2516516516516516,4.17564691629956
41,0,-122.26,37.83,936.0,311.0,249.0,1.2852,0,0.2081673306772899,0,0,0.0541578736845008,0,0,0,0,0,0.3322649572649572,3.009646302250804,0.3322649572649572,4.17564691629956
42,0,-122.26,37.84,713.0,202.0,189.0,1.025,0,0.2081673306772899,0,0,0.0362132936097433,0,0,0,0,0,0.2833099579242636,3.5297029702970297,0.2833099579242636,4.17564691629956
43,0,-122.26,37.84,950.0,202.0,198.0,3.9643,1,0.2081673306772899,0,0,0.2389208424711383,0,0,0,0,0,0.2126315789473684,4.702970297029703,0.2126315789473684,4.17564691629956
44,0,-122.26,37.83,1443.0,311.0,292.0,3.0125,1,0.2081673306772899,0,0,0.1732803685466407,0,0,0,0,0,0.2155232155232155,4.639871382636656,0.2155232155232155,4.17564691629956
45,0,-122.26,37.83,1656.0,420.0,382.0,2.6768,1,0.2081673306772899,0,0,0.1501289637384311,0,0,0,0,0,0.2536231884057971,3.942857142857143,0.2536231884057971,4.17564691629956
46,0,-122.26,37.83,1125.0,322.0,304.0,2.026,0,0.2081673306772899,0,0,0.1052468241817354,0,0,0,0,0,0.2862222222222222,3.4937888198757765,0.2862222222222222,4.17564691629956
47,0,-122.27,37.82,1007.0,312.0,253.0,1.7348,0,0.2071713147410358,0,0,0.0851643425607922,0,0,0,0,0,0.3098311817279047,3.227564102564102,0.3098311817279047,4.17564691629956
48,0,-122.26,37.82,624.0,195.0,160.0,0.9506,1,0.2081673306772899,2,0,0.0310823298988979,0,0,0,0,0,0.3125,3.2,0.3125,4.17564691629956
49,0,-122.27,37.82,946.0,375.0,352.0,1.775,0,0.2071713147410358,2,0,0.0879367181142329,0,0,0,0,0,0.3964059196617336,2.522666666666667,0.3964059196617336,4.17564691629956
50,0,-122.27,37.82,896.0,453.0,438.0,0.9218,1,0.2071713147410358,1,0,0.0290961503979255,0,0,0,0,0,0.5055803571428571,1.977924944812362,0.5055803571428571,4.17564691629956
51,0,-122.27,37.82,1868.0,456.0,407.0,1.5045,0,0.2071713147410358,0,1,0.0692818030096136,0,0,0,0,0,0.2441113490364025,4.096491228070176,0.2441113490364025,4.17564691629956
52,0,-122.27,37.82,3221.0,853.0,720.0,1.1108,0,0.2071713147410358,0,1,0.0421304533730569,0,0,0,0,0,0.2648245886370692,3.776084407971864,0.2648245886370692,4.17564691629956
53,0,-122.27,37.82,1630.0,456.0,400.0,1.2475,0,0.2071713147410358,0,1,0.0515579095460752,0,0,0,0,0,0.2797546012269938,3.574561403508772,0.2797546012269938,4.17564691629956
54,0,-122.28,37.82,1170.0,235.0,233.0,1.6098,0,0.2061752988047803,0,0,0.076543771810044,0,0,0,0,0,0.2008547008547008,4.97872340425532,0.2008547008547008,4.17564691629956
55,0,-122.28,37.82,945.0,243.0,220.0,1.4113,0,0.2061752988047803,0,0,0.0628543054578557,0,0,0,0,0,0.2571428571428571,3.888888888888889,0.2571428571428571,4.17564691629956
56,0,-122.28,37.82,1238.0,288.0,259.0,1.5057,0,0.2061752988047803,0,0,0.0693645604888208,0,0,0,0,0,0.2326332794830371,4.298611111111111,0.2326332794830371,4.17564691629956
57,0,-122.28,37.82,1489.0,335.0,244.0,0.8172,0,0.2061752988047803,0,0,0.0218824567936994,0,0,0,0,0,0.2249832102081934,4.444776119402985,0.2249832102081934,4.17564691629956
58,0,-122.28,37.82,1387.0,341.0,304.0,1.2171,0,0.2061752988047803,0,1,0.0494613867394932,0,0,0,0,0,0.2458543619322278,4.067448680351906,0.2458543619322278,4.17564691629956
59,0,-122.29,37.82,158.0,43.0,57.0,2.5625,0,0.2051792828685248,3,0,0.1422463138439469,0,0,0,0,0,0.2721518987341772,3.674418604651162,0.2721518987341772,4.17564691629956
60,0,-122.29,37.83,1121.0,211.0,187.0,3.3929,0,0.2051792828685248,0,0,0.1995144894553178,0,0,0,0,0,0.1882247992863514,5.312796208530806,0.1882247992863514,4.17564691629956
61,0,-122.29,37.82,135.0,29.0,23.0,6.1183,0,0.2051792828685248,0,0,0.3874705176480324,0,0,0,0,0,0.2148148148148148,4.655172413793103,0.2148148148148148,4.17564691629956
62,0,-122.29,37.81,760.0,190.0,122.0,0.9011,0,0.2051792828685248,0,0,0.0276685838816016,0,0,0,0,0,0.25,4.0,0.25,4.17564691629956
63,0,-122.3,37.81,1224.0,237.0,159.0,1.191,0,0.2041832669322708,0,0,0.047661411566737,0,0,0,0,0,0.1936274509803921,5.1645569620253164,0.1936274509803921,4.17564691629956
64,0,-122.3,37.81,828.0,182.0,133.0,2.5938,0,0.2041832669322708,0,0,0.1444049047599343,0,0,0,0,0,0.2198067632850241,4.549450549450549,0.2198067632850241,4.17564691629956
65,0,-122.3,37.81,1010.0,209.0,187.0,1.1667,0,0.2041832669322708,0,0,0.0459855726127915,0,0,0,0,0,0.2069306930693069,4.832535885167464,0.2069306930693069,4.17564691629956
66,0,-122.3,37.81,1455.0,354.0,332.0,0.8056,0,0.2041832669322708,0,0,0.0210824678280299,0,0,0,0,0,0.2432989690721649,4.110169491525424,0.2432989690721649,4.17564691629956
67,0,-122.29,37.8,1027.0,244.0,147.0,2.6094,0,0.2051792828685248,0,0,0.1454807519896277,0,0,0,0,0,0.237585199610516,4.209016393442623,0.237585199610516,4.17564691629956
68,0,-122.3,37.81,572.0,109.0,82.0,1.8516,0,0.2041832669322708,0,0,0.0932194038702914,0,0,0,0,0,0.1905594405594405,5.247706422018348,0.1905594405594405,4.17564691629956
69,0,-122.29,37.81,2801.0,644.0,611.0,0.9802,0,0.2051792828685248,0,1,0.0331236810526751,0,0,0,0,0,0.2299178864691181,4.349378881987578,0.2299178864691181,4.17564691629956
70,0,-122.29,37.81,768.0,152.0,127.0,1.7719,0,0.2051792828685248,1,0,0.0877229279596143,0,0,0,0,0,0.1979166666666666,5.052631578947368,0.1979166666666666,4.17564691629956
71,0,-122.29,37.81,935.0,297.0,277.0,0.7286,0,0.2051792828685248,0,0,0.015772196245569,0,0,0,0,0,0.3176470588235294,3.1481481481481484,0.3176470588235294,4.17564691629956
72,0,-122.29,37.81,844.0,204.0,152.0,1.75,0,0.2051792828685248,0,0,0.0862126039640832,0,0,0,0,0,0.2417061611374407,4.137254901960785,0.2417061611374407,4.17564691629956
73,0,-122.29,37.81,12.0,4.0,7.0,0.4999,0,0.2051792828685248,0,0,0.0,0,0,0,0,0,0.3333333333333333,3.0,0.3333333333333333,4.17564691629956
74,0,-122.29,37.81,835.0,161.0,133.0,2.483,0,0.2051792828685248,4,0,0.136763630846471,0,0,0,0,0,0.192814371257485,5.186335403726708,0.192814371257485,4.17564691629956
75,0,-122.28,37.81,1237.0,462.0,439.0,0.9241,1,0.2061752988047803,4,0,0.0292547688997393,0,0,0,0,0,0.3734842360549717,2.6774891774891776,0.3734842360549717,4.17564691629956
76,0,-122.28,37.81,2914.0,562.0,509.0,2.4464,0,0.2061752988047803,2,1,0.134239527730652,0,0,0,0,0,0.1928620452985587,5.185053380782918,0.1928620452985587,4.17564691629956
77,0,-122.28,37.81,1207.0,243.0,207.0,1.1111,0,0.2061752988047803,4,0,0.0421511427428587,0,0,0,0,0,0.2013256006628003,4.967078189300412,0.2013256006628003,4.17564691629956
78,0,-122.29,37.81,1745.0,374.0,325.0,0.8026,0,0.2051792828685248,1,1,0.020875574130012,0,0,0,0,0,0.2143266475644699,4.665775401069519,0.2143266475644699,4.17564691629956
79,0,-122.28,37.8,684.0,176.0,155.0,2.0114,0,0.2061752988047803,2,0,0.104239941518048,0,0,0,0,0,0.2573099415204678,3.886363636363636,0.2573099415204678,4.17564691629956
80,0,-122.28,37.81,924.0,289.0,289.0,1.5,1,0.2061752988047803,4,0,0.0689714624625867,0,0,0,0,0,0.3127705627705627,3.1972318339100347,0.3127705627705627,4.17564691629956
81,0,-122.27,37.81,210.0,56.0,56.0,1.1667,0,0.2071713147410358,0,0,0.0459855726127915,0,0,0,0,0,0.2666666666666666,3.75,0.2666666666666666,4.17564691629956
82,0,-122.28,37.81,340.0,97.0,87.0,1.5208,0,0.2061752988047803,0,0,0.0704059254355112,0,0,0,0,0,0.2852941176470588,3.5051546391752577,0.2852941176470588,4.17564691629956
83,0,-122.28,37.81,386.0,164.0,155.0,0.8075,0,0.2061752988047803,0,0,0.0212135005034413,0,0,0,0,0,0.4248704663212435,2.3536585365853657,0.4248704663212435,4.17564691629956
84,0,-122.28,37.81,948.0,184.0,169.0,1.8088,0,0.2061752988047803,2,0,0.0902677204452352,0,0,0,0,0,0.1940928270042194,5.152173913043479,0.1940928270042194,4.17564691629956
85,0,-122.28,37.81,773.0,143.0,115.0,2.4083,0,0.2061752988047803,0,0,0.1316119777658239,0,0,0,0,0,0.1849935316946959,5.405594405594406,0.1849935316946959,4.17564691629956
86,0,-122.27,37.81,880.0,451.0,380.0,0.977,0,0.2071713147410358,2,0,0.0329029944414559,0,0,0,0,0,0.5125,1.951219512195122,0.5125,4.17564691629956
87,0,-122.27,37.81,875.0,348.0,330.0,0.76,1,0.2071713147410358,3,0,0.0179376836181569,0,0,0,0,0,0.3977142857142857,2.514367816091954,0.3977142857142857,4.17564691629956
88,0,-122.27,37.8,105.0,42.0,39.0,0.9722,0,0.2071713147410358,3,0,0.0325719645246272,0,0,0,0,0,0.4,2.5,0.4,4.17564691629956
89,0,-122.27,37.8,249.0,78.0,85.0,1.2434,1,0.2071713147410358,0,0,0.0512751548254506,0,0,0,0,0,0.3132530120481928,3.1923076923076925,0.3132530120481928,4.17564691629956
90,0,-122.27,37.8,994.0,392.0,362.0,2.0938,1,0.2071713147410358,4,0,0.1099226217569412,0,0,0,0,0,0.3943661971830985,2.5357142857142856,0.3943661971830985,4.17564691629956
91,0,-122.28,37.8,215.0,87.0,88.0,0.8668,0,0.2061752988047803,0,0,0.0253030992675963,0,0,0,0,0,0.4046511627906977,2.471264367816092,0.4046511627906977,4.17564691629956
92,0,-122.28,37.8,96.0,31.0,34.0,0.75,1,0.2061752988047803,0,0,0.0172480379580971,0,0,0,0,0,0.3229166666666667,3.096774193548387,0.3229166666666667,4.17564691629956
93,0,-122.27,37.79,1055.0,347.0,302.0,2.6354,1,0.2071713147410358,1,0,0.1472738307057834,0,0,0,0,0,0.3289099526066351,3.040345821325648,0.3289099526066351,4.17564691629956
94,0,-122.27,37.8,1715.0,623.0,467.0,1.8477,1,0.2071713147410358,2,1,0.0929504420628681,0,0,0,0,0,0.363265306122449,2.752808988764045,0.363265306122449,4.17564691629956
95,0,-122.26,37.8,5329.0,2477.0,2323.0,2.0096,0,0.2081673306772899,2,1,0.1041158052992372,0,0,0,0,0,0.4648151623193845,2.151392813887768,0.4648151623193845,4.17564691629956
96,0,-122.26,37.82,4596.0,1331.0,1180.0,2.8345,1,0.2081673306772899,2,1,0.1610046757975752,0,0,0,0,0,0.2895996518711923,3.453042824943652,0.2895996518711923,4.17564691629956
97,0,-122.26,37.81,335.0,107.0,91.0,2.0062,0,0.2081673306772899,1,0,0.1038813257748169,0,0,0,0,0,0.3194029850746269,3.130841121495327,0.3194029850746269,4.17564691629956
98,0,-122.26,37.82,3682.0,1270.0,1250.0,1.2185,1,0.2081673306772899,1,1,0.0495579371319016,0,0,0,0,0,0.3449212384573601,2.899212598425197,0.3449212384573601,4.17564691629956
99,0,-122.26,37.82,3633.0,1085.0,980.0,2.6104,1,0.2081673306772899,2,1,0.1455497165556337,0,0,0,0,0,0.2986512524084778,3.3483870967741933,0.2986512524084778,4.17564691629956
100,0,-122.25,37.81,4656.0,1414.0,1250.0,2.4912,1,0.2091633466135454,1,1,0.1373291402877201,0,0,0,0,0,0.3036941580756013,3.292786421499293,0.3036941580756013,4.17564691629956
101,0,-122.25,37.81,5806.0,1603.0,1497.0,3.2177,1,0.2091633466135454,1,1,0.187431897491069,0,0,0,0,0,0.2760936961763692,3.621958827199002,0.2760936961763692,4.17564691629956
102,0,-122.25,37.81,854.0,242.0,228.0,3.125,1,0.2091633466135454,2,0,0.1810388822223141,0,0,0,0,0,0.2833723653395784,3.5289256198347108,0.2833723653395784,4.17564691629956
103,0,-122.25,37.81,2155.0,701.0,613.0,2.5795,1,0.2091633466135454,0,0,0.1434187114660487,0,0,0,0,0,0.3252900232018561,3.074179743223966,0.3252900232018561,4.17564691629956
104,0,-122.26,37.81,5871.0,1914.0,1789.0,2.8406,1,0.2081673306772899,2,1,0.1614253596502117,0,0,0,0,0,0.3260091977516607,3.067398119122257,0.3260091977516607,4.17564691629956
105,0,-122.24,37.82,1509.0,225.0,244.0,4.9306,1,0.2101593625498009,0,0,0.3055613026027227,0,0,0,0,0,0.1491053677932405,6.706666666666667,0.1491053677932405,4.17564691629956
106,0,-122.24,37.81,2026.0,482.0,456.0,3.2727,1,0.2101593625498009,0,0,0.1912249486213983,0,0,0,0,0,0.2379072063178677,4.203319502074689,0.2379072063178677,4.17564691629956
107,0,-122.25,37.81,1758.0,460.0,422.0,3.1691,1,0.2091633466135454,0,0,0.1840802195831781,0,0,0,0,0,0.2616609783845279,3.8217391304347834,0.2616609783845279,4.17564691629956
108,0,-122.24,37.82,3481.0,751.0,718.0,3.9,1,0.2101593625498009,0,1,0.2344864208769534,0,0,0,0,0,0.2157426027003734,4.635153129161118,0.2157426027003734,4.17564691629956
109,0,-122.25,37.82,3337.0,855.0,802.0,3.9063,1,0.2091633466135454,1,1,0.2349208976427911,0,0,0,0,0,0.2562181600239736,3.902923976608187,0.2562181600239736,4.17564691629956
110,0,-122.25,37.82,1424.0,289.0,253.0,5.0917,1,0.2091633466135454,0,0,0.3166714941862871,0,0,0,0,0,0.2029494382022472,4.927335640138408,0.2029494382022472,4.17564691629956
111,0,-122.25,37.82,3809.0,1098.0,1022.0,2.6429,1,0.2091633466135454,2,1,0.1477910649508282,0,0,0,0,0,0.2882646363875032,3.4690346083788706,0.2882646363875032,4.17564691629956
112,0,-122.25,37.82,3959.0,1196.0,1217.0,3.0233,1,0.2091633466135454,1,1,0.1740251858595053,0,0,0,0,0,0.3020964890123768,3.310200668896321,0.3020964890123768,4.17564691629956
113,0,-122.25,37.83,2376.0,559.0,519.0,3.1484,1,0.2091633466135454,0,0,0.1826526530668542,0,0,0,0,0,0.2352693602693602,4.2504472271914135,0.2352693602693602,4.17564691629956
114,0,-122.25,37.83,1613.0,428.0,422.0,3.4722,1,0.2091633466135454,2,0,0.2049833795395925,0,0,0,0,0,0.2653440793552387,3.7686915887850474,0.2653440793552387,4.17564691629956
115,0,-122.25,37.83,1279.0,287.0,291.0,3.1429,1,0.2091633466135454,0,0,0.1822733479538213,0,0,0,0,0,0.2243940578577013,4.456445993031359,0.2243940578577013,4.17564691629956
116,0,-122.25,37.83,5022.0,1750.0,1661.0,2.4234,1,0.2091633466135454,1,1,0.1326533427125143,0,0,0,0,0,0.3484667463162086,2.8697142857142857,0.3484667463162086,4.17564691629956
117,0,-122.25,37.83,4190.0,1105.0,1037.0,3.0897,1,0.2091633466135454,0,1,0.1786044330423029,0,0,0,0,0,0.2637231503579952,3.791855203619909,0.2637231503579952,4.17564691629956
118,0,-122.23,37.84,2515.0,399.0,373.0,5.8596,1,0.2111553784860549,0,0,0.3696293844222838,0,0,0,0,0,0.1586481113320079,6.303258145363409,0.1586481113320079,4.17564691629956
119,0,-122.23,37.84,3175.0,454.0,485.0,5.2868,1,0.2111553784860549,0,1,0.330126481014055,0,0,0,0,0,0.1429921259842519,6.993392070484582,0.1429921259842519,4.17564691629956
120,0,-122.24,37.83,2576.0,406.0,376.0,5.956,1,0.2101593625498009,0,0,0.3762775685852609,0,0,0,0,0,0.1576086956521739,6.344827586206897,0.1576086956521739,4.17564691629956
121,0,-122.24,37.85,334.0,54.0,47.0,4.9643,1,0.2101593625498009,2,0,0.3078854084771244,0,0,0,0,0,0.1616766467065868,6.185185185185185,0.1616766467065868,4.17564691629956
122,0,-122.23,37.85,2800.0,411.0,403.0,6.3434,1,0.2111553784860549,0,1,0.4029944414559799,0,0,0,0,0,0.1467857142857143,6.81265206812652,0.1467857142857143,4.17564691629956
123,0,-122.24,37.84,3529.0,574.0,555.0,5.1773,1,0.2101593625498009,0,1,0.3225748610363995,0,0,0,0,0,0.1626523094361008,6.148083623693379,0.1626523094361008,4.17564691629956
124,0,-122.24,37.85,2612.0,365.0,367.0,7.2354,1,0.2101593625498009,0,0,0.4645108343333196,0,0,0,0,0,0.139739663093415,7.156164383561644,0.139739663093415,4.17564691629956
125,0,-122.22,37.85,5287.0,1048.0,956.0,5.457,1,0.2121513944223104,1,1,0.3418642501482738,0,0,0,0,0,0.1982220540949499,5.044847328244275,0.1982220540949499,4.17564691629956
126,0,-122.22,37.84,2935.0,473.0,479.0,7.5,1,0.2121513944223104,0,1,0.4827588584985035,0,0,0,0,0,0.1611584327086882,6.20507399577167,0.1611584327086882,4.17564691629956
127,0,-122.21,37.84,3424.0,597.0,597.0,6.0194,1,0.2131474103585659,0,1,0.3806499220700404,0,0,0,0,0,0.174357476635514,5.735343383584589,0.174357476635514,4.17564691629956
128,0,-122.21,37.83,4991.0,674.0,654.0,7.5544,1,0.2131474103585659,2,1,0.4865105308892291,0,0,0,0,0,0.1350430775395712,7.405044510385757,0.1350430775395712,4.17564691629956
129,0,-122.2,37.84,2211.0,346.0,343.0,6.0666,1,0.21414342629482,1,0,0.3839050495855229,0,0,0,0,0,0.1564902758932609,6.390173410404624,0.1564902758932609,4.17564691629956
130,0,-122.21,37.84,3038.0,490.0,496.0,7.0548,1,0.2131474103585659,2,1,0.4520558337126384,0,0,0,0,0,0.1612903225806451,6.2,0.1612903225806451,4.17564691629956
131,0,-122.19,37.84,1617.0,210.0,194.0,11.6017,1,0.2151394422310755,4,0,0.7656308188852567,0,0,0,0,0,0.1298701298701298,7.7,0.1298701298701298,4.17564691629956
132,0,-122.2,37.84,2865.0,460.0,443.0,7.4882,1,0.21414342629482,2,1,0.4819450766196328,0,0,0,0,0,0.1605584642233856,6.228260869565218,0.1605584642233856,4.17564691629956
133,0,-122.21,37.83,5065.0,788.0,766.0,6.8976,1,0.2131474103585659,2,1,0.4412146039364974,0,0,0,0,0,0.1555774925962487,6.427664974619289,0.1555774925962487,4.17564691629956
134,0,-122.19,37.83,1326.0,184.0,190.0,8.2049,1,0.2151394422310755,1,0,0.5313719810761232,0,0,0,0,0,0.138763197586727,7.206521739130435,0.138763197586727,4.17564691629956
135,0,-122.2,37.83,1589.0,223.0,211.0,8.401,1,0.21414342629482,1,0,0.544895932469897,0,0,0,0,0,0.1403398363750786,7.125560538116592,0.1403398363750786,4.17564691629956
136,0,-122.19,37.83,1791.0,271.0,269.0,6.8538,1,0.2151394422310755,1,0,0.4381939559454352,0,0,0,0,0,0.1513121161362367,6.608856088560886,0.1513121161362367,4.17564691629956
137,0,-122.19,37.82,1835.0,264.0,263.0,8.317,1,0.2151394422310755,2,0,0.5391029089253941,0,0,0,0,0,0.1438692098092643,6.950757575757576,0.1438692098092643,4.17564691629956
